Gene names	Transcript names
Crybb1	NM_012936
Cryba4	NM_031689
	NR_111959
Mn1	NM_001191928
Pitpnb	NM_053742
Chek2	NM_053677
Hscb	NM_001108340
Ulk1	NM_001108341
Pus1	NM_001025563
Ep400	NM_001107149
Ddx51	NM_001107150
Noc4l	NM_001014129
Galnt9	NM_001107151
Galnt9	NM_001122644
Lrcol1	NM_001270418
P2rx2	NM_053656
Pole	NM_001107152
Pxmp2	NM_031587
Pgam5	NM_001025272
Ankle2	NM_001047901
Golga3	NM_001107847
Chfr	NM_001009258
Gtpbp6	NM_001135840_1
Gtpbp6	NM_001135840
Cntnap5a	NM_001047865
	NR_037671
	NR_037671_1
Dsel	NM_001305281
Cntnap5c	NM_001047866
Olr1064	NM_001001076
Olr1065	NM_001000498
Cntnap5b	NM_001047873
Cdh20	NM_001012748
Rnf152	NM_001106305
Pign	NM_001100584
RGD1307235	NM_001134546
Tnfrsf11a	NM_001271235
Zcchc2	NM_001271042
Zcchc2	NM_001122677
Phlpp1	NM_021657
Bcl2	NM_016993
Kdsr	NM_001108342
Vps4b	NM_001025716
Serpinb5	NM_057108
Serpinb12	NM_001135867
Serpinb13	NM_001107168
Serpinb3	NM_001008887
Serpinb11	NM_001107167
Serpinb7	NM_130404
Serpinb2	NM_021696
Serpinb10	NM_153733
Serpinb8	NM_001105948
Cdh7	NM_001012737
Cdh19	NM_001009448
Tsn	NM_021762
Nifk	NM_139186
Tfcp2l1	NM_001107170
Gli2	NM_001107169
Inhbb	NM_080771
Ralb	NM_053821
Tmem185b	NM_001191668
Epb4.1l5	NM_001012023
Ptpn4	NM_001100479
Tmem177	NM_001037776
Sctr	NM_031115
Tmem37	NM_139095
Dbi	NM_031853
LOC288978	NM_001134500
Steap3	NM_133314
C1ql2	NM_001105949
Insig2	NM_178091
Ccdc93	NM_001024997
Htr5b	NM_024395
Ddx18	NM_001006996
Dpp10	NM_001012205
LOC100362110	NM_001177819
Actr3	NM_031068
Slc35f5	NM_001105950
Gpr39	NM_001114392
Gpr39	NM_001100943
Lypd1	NM_001007727
	NR_031794_1
Mgat5	NM_023095
Tmem163	NM_001110763
Acmsd	NM_134372
Ccnt2	NM_001107171
	NR_106676
R3hdm1	NM_001134867
	NR_031873
Ubxn4	NM_001012025
Lct	NM_053841
Mcm6	NM_017287
Dars	NM_053799
Cxcr4	NM_022205
Thsd7b	NM_001191669
Cd55	NM_022269
Zp3r	NM_001270844
Zp3r	NM_001270845
Zp3r	NM_182815
C4bpa	NM_012516
C4bpb	NM_016995
Pfkfb2	NM_080477
Pfkfb2	NM_001033964
Pfkfb2	NM_001033965
Yod1	NM_001008889
LOC498222	NM_001100788
Pigr	NM_012723
Fcmr	NM_001014843
Il24	NM_133311
Il20	NM_001143881
Il10	NM_012854
Mapkapk2	NM_178102
Dyrk3	NM_001024767
Eif2d	NM_001017489
Rassf5	NM_019365
Ikbke	NM_001108854
Srgap2	NM_001134958
Fam72a	NM_001081451
Avpr1b	NM_017205
LOC100909648	NM_001289800
LOC100909648	NM_001289800_1
Ctse	NM_012938
Rab7b	NM_001109328
Slc26a9	NM_001107172
Pm20d1	NM_001109068
Slc41a1	NM_001108855
Rab29	NM_133590
Nucks1	NM_022799
Slc45a3	NM_001135868
Elk4	NM_001107173
Mfsd4	NM_001109069
Cdk18	NM_001100506
	NR_031797
Klhdc8a	NM_001100683
Nuak2	NM_001007617
Tmcc2	NM_001305128
Dstyk	NM_199463
Rbbp5	NM_001107174
Tmem81	NM_001017490
Cntn2	NM_012884
Nfasc	NM_001160313
Nfasc	NM_001160314
Nfasc	NM_001160315
Nfasc	NM_053909
Lrrn2	NM_001177368
Mdm4	NM_001012026
Pik3c2b	NM_001105951
Ppp1r15b	NM_001107175
Atp2b4	NM_001005871
Lax1	NM_001017491
Zc3h11a	NM_001047902
LOC498231	NM_001047925
Snrpe	NM_001271237
Sox13	NM_001105952
Etnk2	NM_001108343
Ren	NM_012642
Kiss1	NM_181692
Golt1a	NM_001109070
Optc	NM_001107176
Prelp	NM_053385
Fmod	NM_080698
Btg2	NM_017259
Chit1	NM_001270848
Chit1	NM_001270846
Chit1	NM_001270847
Chit1	NM_001079689
Chi3l1	NM_053560
Chi3l1	NM_001309820
Mybph	NM_031813
Adora1	NM_017155
Myog	NM_017115
Ppfia4	NM_080409
Tmem183a	NM_001013871
LOC289035	NM_001013872
Cyb5r1	NM_001013126
Adipor1	NM_207587
	NR_126577
	NR_126578
Klhl12	NM_153730
Rabif	NM_001007678
Kdm5b	NM_001107177
Syt2	NM_012665
Ppp1r12b	NM_001107178
Ube2t	NM_001108344
Ptprv	NM_033099
Ptpn7	NM_145683
Arl8a	NM_001109071
Gpr37l1	NM_145784
Elf3	NM_001024768
Rnpep	NM_031097
Timm17a	NM_019351
Lmod1	NM_001107179
Shisa4	NM_001077826
Ipo9	NM_001107180
Csrp1	NM_017148
Phlda3	NM_001012206
Tnni1	NM_017184
Lad1	NM_001107942
Tnnt2	NM_012676
Pkp1	NM_001107181
Tmem9	NM_001105953
Tmem9	NM_001277263
Cacna1s	NM_053873
Kif21b	NM_001105990
LOC498236	NM_001047926
RGD1311892	NM_001134502
Camsap2	NM_001134503
Ddx59	NM_001005535
Ddx59	NM_001190820
Zfp281	NM_001012030
Nr5a2	NM_021742
	NR_037358
	NR_031926
	NR_031899
Ptprc	NM_001109890
Ptprc	NM_001109888
Ptprc	NM_001109889
Ptprc	NM_138507
Ptprc	NM_001109887
Atp6v1g3	NM_001105991
Nek7	NM_001108346
Lhx9	NM_181367
RGD1566099	NM_001108347
Crb1	NM_001107182
Zbtb41	NM_001191670
Aspm	NM_001105955
F13b	NM_001105956
Cfhr1	NM_001044227
RGD1564614	NM_001134792
Cfh	NM_130409
Kcnt2	NM_198762
Cdc73	NM_001024769
B3galt2	NM_001109492
Glrx2	NM_001013034
Trove2	NM_001107183
Uchl5	NM_001012149
Rgs2	NM_053453
Rgs1	NM_019336
Rgs21	NM_001287022
Rgs18	NM_001047084
Brinp3	NM_173121
LOC689412	NM_001109538
Pla2g4a	NM_133551
Ptgs2	NM_017232
Pdc	NM_012872
Tpr	NM_001107185
Prg4	NM_001105962
Hmcn1	NM_001271292
Ivns1abp	NM_001047085
Swt1	NM_001105960
Trmt1l	NM_001037192
Rnf2	NM_001025667
Fam129a	NM_022242
Edem3	NM_001191671
RGD1309104	NM_001105959
Tsen15	NM_001105958
Rgl1	NM_001105957
Apobec4	NM_001017492
Arpc5	NM_001025717
Ncf2	NM_001100984
Smg7	NM_001191549
Nmnat2	NM_001048042
Lamc2	NM_001100640
Lamc1	NM_053966
Shcbp1l	NM_001105961
Dhx9	NM_001107184
Npl	NM_001013984
Rgs8	NM_019344
Rgs16	NM_001077589
Rnasel	NM_182673
Rgsl2h	NM_198790
Teddm1	NM_001039915
Glul	NM_017073
Cacna1e	NM_019294
Ier5	NM_001025137
Mr1	NM_001100635
Stx6	NM_031665
Xpr1	NM_001105992
	NR_132127
Acbd6	NM_001011906
Lhx4	NM_001108348
Qsox1	NM_053431
Qsox1	NM_001109898
Tor1aip1	NM_145092
Tor1aip2	NM_001165896
Tor1aip2	NM_001165897
Tor1aip2	NM_199100
Fam163a	NM_001109072
Tdrd5	NM_001134740
Nphs2	NM_130828
Soat1	NM_031118
Abl2	NM_001107186
Tor3a	NM_001009683
Fam20b	NM_001107187
Ralgps2	NM_001100680
Angptl1	NM_001109383
Rasal2	NM_001107188
	NR_027983
Tp53i3	NM_001113775
Sec16b	NM_053571
Brinp2	NM_173115
Astn1	NM_001170603
	NR_032299
Rfwd2	NM_001025126
	NR_128669
Tnr	NM_013045
LOC100302372	NM_001162897
LOC100302372	NM_001162898
Tnn	NM_001107189
Mrps14	NM_001105963
Cacybp	NM_001004208
Rabgap1l	NM_001107190
Gpr52	NM_001289935
Serpinc1	NM_001012027
Zbtb37	NM_001107191
	NR_002704
Dars2	NM_001034143
Cenpl	NM_001033061
Cenpl	NM_001244761
Klhl20	NM_001107192
Prdx6	NM_053576
Tnfsf4	NM_053552
Faslg	NM_012908
Suco	NM_199403
RGD1309106	NM_001014130
Pigc	NM_001012207
Dnm3	NM_138538
	NR_031914
	NR_031927
	NR_037396
Mettl13	NM_001134501
Vamp4	NM_001108856
Myoc	NM_030865
	NR_111961
Fmo4	NM_144561
Fmo4	NM_144562
Fmo1	NM_012792
Fmo2	NM_144737
Fmo3	NM_053433
Prrx1	NM_153821
Gorab	NM_001100563
Kifap3	NM_001105964
Scyl3	NM_001191828
LOC498265	NM_001017493
Mettl18	NM_001025668
Sele	NM_138879
Sell	NM_019177
Selp	NM_013114
F5	NM_001047878
Slc19a2	NM_001030024
Ccdc181	NM_001014131
Blzf1	NM_001017494
Nme7	NM_138532
Atp1b1	NM_013113
Dpt	NM_001105965
Xcl1	NM_134361
Tbx19	NM_001107193
Sft2d2	NM_001034011
Tiprl	NM_001109667
Dcaf6	NM_001305159
Mpc2	NM_001077643
Adcy10	NM_021684
Mpzl1	NM_001007728
Rcsd1	NM_001108349
Creg1	NM_001105966
Cd247	NM_001205304
Cd247	NM_170789
Pou2f1	NM_001100639
Dusp27	NM_001191929
Gpa33	NM_001191829
Mael	NM_001108857
Tada1	NM_001037980
Pogk	NM_001107194
Fmo9	NM_001109466
Uck2	NM_001102408
Tmco1	NM_001009631
Aldh9a1	NM_022273
Mgst3	NM_001191594
Lrrc52	NM_001077434
Rxrg	NM_031765
Lmx1a	NM_001105967
Pbx1	NM_001134862
Pbx1	NM_001100681
Nuf2	NM_001012028
Rgs5	NM_019341
Rgs4	NM_017214
RGD1560672	NM_001109073
LOC100366054	NM_001177830
Hsd17b7	NM_017235
Ddr2	NM_031764
Uap1	NM_001191930
Uhmk1	NM_017293
LOC100361087	NM_001190459
RGD1565283	NM_001109074
Nos1ap	NM_138922
Olfml2b	NM_001107195
Atf6	NM_001107196
Dusp12	NM_022248
Fcrlb	NM_001191931
Fcrla	NM_001100682
Fcgr2b	NM_175756
Fcgr3a	NM_207603
Cfap126	NM_001109075
Sdhc	NM_001005534
Mpz	NM_017027
Pcp4l1	NM_001126093
Nr1i3	NM_001270839
Nr1i3	NM_001270838
Nr1i3	NM_001270840
Nr1i3	NM_022941
Tomm40l	NM_001083338
Apoa2	NM_013112
Fcer1g	NM_001131001
Ndufs2	NM_001011907
Adamts4	NM_023959
B4galt3	NM_001009539
Ppox	NM_001105968
Usp21	NM_001127638
Ufc1	NM_001003709
Dedd	NM_031800
Nit1	NM_182668
Nit1	NM_001082580
Nit1	NM_001305647
Nit1	NM_001305646
Pfdn2	NM_001109476
Klhdc9	NM_001108350
Pvrl4	NM_001109076
Arhgap30	NM_001109077
Usf1	NM_031777
F11r	NM_053796
Itln1	NM_001034946
Cd244	NM_022259
Ly9	NM_001191673
Slamf7	NM_001191550
Cd48	NM_139103
Slamf1	NM_001109078
Cd84	NM_001192006
Slamf6	NM_001191932
Vangl2	NM_001105969
Nhlh1	NM_001105970
Ncstn	NM_174864
Copa	NM_001134540
Pex19	NM_001134777
Pex19	NM_001107375
Dcaf8	NM_001014231
Pea15	NM_001013231
Casq1	NM_001159594
Atp1a4	NM_022848
Atp1a4	NM_001271030
Atp1a2	NM_012505
Igsf8	NM_001014787
Kcnj9	NM_053834
Kcnj10	NM_031602
Pigm	NM_024144
Tagln2	NM_001013127
Igsf9	NM_001107197
Slamf9	NM_001105971
Ccdc19	NM_001024882
Vsig8	NM_001105972
Slamf8	NM_001105973
Fcrl6	NM_001164726
Dusp23	NM_001191830
Crp	NM_017096
Fcgr2a	NM_053843
LOC498276	NM_001135992
LOC498276	NM_001135992_1
Apcs	NM_017170
Olr1576	NM_001000499
Olr1579	NM_001000078
Olr1581	NM_001000533
Olr1582	NM_001000079
Olr1583	NM_001000080
Fcer1a	NM_012724
Mptx	NM_001037642
Cadm3	NM_001047103
Mnda	NM_001012029
Olr1585	NM_001001109
Olr1584	NM_001000081
Olr1587	NM_001000913
Olr1588	NM_001000082
Olr1589	NM_001000083
Olr1590	NM_001000995
Olr1591	NM_001000912
Olr1592	NM_001000084
Olr1593	NM_001000085
Olr1595	NM_001000500
Olr1596	NM_001000501
Spta1	NM_001011908
Olr1597	NM_001000911
Olr1598	NM_001000910
Olr1600	NM_001000086
Olr1601	NM_001000087
Olr1601	NM_001000087_1
Olr1602	NM_001000909
Grem2	NM_001105974
Rgs7	NM_019343
Fh	NM_017005
Kmo	NM_021593
Opn3	NM_001191933
Chml	NM_001109524
Uba2	NM_001100579
Exo1	NM_001107198
Pld5	NM_001191674
	NR_031794
Sdccag8	NM_177929
Akt3	NM_031575
Zfp238	NM_022678
LOC689766	NM_001109549
Adss	NM_001105975
Desi2	NM_001013873
Cox20	NM_001105976
Hnrnpu	NM_057139
Efcab2	NM_001105977
Kif26b	NM_001109079
Mixl1	NM_001105979
Smyd3	NM_001025762
Sccpdh	NM_001013985
Tfb2m	NM_001008293
Sccpdh	NM_001013985_1
Kif28p	NM_001270385
Ahctf1	NM_001271270
Cdc42bpa	NM_053657
Adck3	NM_001013185
Psen2	NM_031087
Itpkb	NM_019312
Parp1	NM_013063
Mixl1	NM_001105979_1
Acbd3	NM_182843
Sde2	NM_001024970
Lefty2	NM_001007556
Pycr2	NM_001012208
Lefty1	NM_001109080
Tmem63a	NM_001134496
Ephx1	NM_001034090
Ephx1	NM_012844
Nvl	NM_001105980
Cnih4	NM_001105981
Wdr26	NM_001109081
Cnih3	NM_001166578
Eif3e	NM_001011990
LOC686031	NM_001109490
Enah	NM_001012150
Lbr	NM_134453
Srp9	NM_001126095
Degs1	NM_053323
Fbxo28	NM_001107203
Capn2	NM_017116
Capn8	NM_133309
Ccdc185	NM_001170428
Susd4	NM_001105982
Tlr5	NM_001145828
Disp1	NM_001105983
Brox	NM_001025669
Aida	NM_001127600
Taf1a	NM_001037204
Hlx	NM_001077674
Marc1	NM_001100811
Marc2	NM_134410
RGD1310587	NM_001100857
Mark1	NM_053947
Rab3gap2	NM_001040154
	NR_032143
	NR_031910
	NR_032110
Bpnt1	NM_171990
Eprs	NM_001024238
Slc30a10	NM_001105985
Lyplal1	NM_001105986
Dusp10	NM_001105734
Tgfb2	NM_031131
Rrp15	NM_001009702
Ddx3y	NM_001108858
Gpatch2	NM_001011909
Esrrg	NM_203336
Ush2a	NM_001302219
Kctd3	NM_001107199
Kcnk2	NM_172042
Kcnk2	NM_172041
Cenpf	NM_001100827
Prox1	NM_001107201
LOC498308	NM_001047927
Smyd2	NM_206851
Ptpn14	NM_001107200
Rps6kc1	NM_001105984
Angel2	NM_001135119
Vash2	NM_001109082
LOC498316	NM_001109085
Tatdn3	NM_001105987
Nsl1	NM_001109083
Batf3	NM_021865
Fam71a	NM_001109084
Atf3	NM_012912
Nenf	NM_001002851
Tmem206	NM_001007679
Ppp2r5a	NM_001107891
Ints7	NM_001191675
Lpgat1	NM_001109376
Nek2	NM_053691
Slc30a1	NM_022853
Rcor3	NM_001134985
Kcnh1	NM_031742
Sertad4	NM_001108351
Diexf	NM_001013986
Irf6	NM_001108859
LOC100125367	NM_001103357
Traf3ip3	NM_001014132
Hsd11b1	NM_017080
G0s2	NM_001009632
Lamb3	NM_001100841
Camk1g	NM_182842
	NR_031920
Plxna2	NM_001105988
Cd34	NM_001107202
	NR_031835
	NR_037334
	NR_031838_1
Cd46	NM_019190
Cr1l	NM_001005330
Cr1l	NM_019301
Cr1l	NM_001005265
Cr2	NM_001105989
Vom2r70	NM_001099477
Vom2r72	NM_001099517
Vom2r69	NM_001099468
Vom2r68	NM_001099481
Vom2r67	NM_001099485
Crlf2	NM_134465
Csf2ra	NM_001037660
	NR_131072
Ppp2r3b	NM_001139492
Dr1	NM_001011914
Vom2r73	NM_001099486
Fgfrl1	NM_199114
Idua	NM_001172084
Slc26a1	NM_022287
Dgkq	NM_001198804
Tmem175	NM_001013991
Gak	NM_031030
Cplx1	NM_022864
Pcgf3	NM_001107245
Mfsd7	NM_001107246
Atp5i	NM_080481
Pde6b	NM_001106024
Dr1	NM_001011914_1
Tmed5	NM_001007619
Mtf2	NM_001100898
Fam69a	NM_001170456
Rpl5	NM_031099
Evi5	NM_001271410
Ube2d4	NM_031001
Gfi1	NM_012566
Rpap2	NM_001013987
Glmn	NM_001105993
LOC689986	NM_001109563
Lpcat2b	NM_001025631
Ephx4	NM_001105994
Brdt	NM_001012031
Tgfbr3	NM_017256
Cdc7	NM_001108352
Hfm1	NM_001191101
Zfp644	NM_001139484
Barhl2	NM_022956
Lrrc8d	NM_001008338
Lrrc8c	NM_001037179
Lrrc8b	NM_001107204
Abcg3l4	NM_001037205
Abcg3l2	NM_001014133
Abcg3	NM_001128311
Abcg3l3	NM_001107205
LOC100366030	NM_001177909
Zfp951	NM_001134998
Abcg3l1	NM_001004076
Pkd2	NM_001191934
Spp1	NM_012881
Mepe	NM_024142
Ibsp	NM_012587
Dmp1	NM_203493
Dspp	NM_012790
Sparcl1	NM_012946
LOC100359907	NM_001195414
Nudt9	NM_001006991
Hsd17b11	NM_001004209
Hsd17b13	NM_001009684
Klhl8	NM_001105995
Aff1	NM_001107206
LOC498330	NM_001017495
Slc10a6	NM_198049
Ptpn13	NM_001100789
Mapk10	NM_001270556
Mapk10	NM_012806
Arhgap24	NM_001012032
Wdfy3	NM_001170551
Cds1	NM_031242
Nkx6-1	NM_031737
Agpat9	NM_001025670
Fam175a	NM_001009633
Mrps18c	NM_001105996
Helq	NM_001014134
Hpse	NM_022605
Coq2	NM_001044255
Plac8	NM_001108353
Cops4	NM_001004275
Lin54	NM_001100564
Sec31a	NM_033021
Tmem150c	NM_001108354
Enoph1	NM_001009391
Hnrnpdl	NM_001033696
Hnrnpd	NM_001082539
Hnrnpd	NM_024404
Hnrnpd	NM_001082540
Hnrnpd	NM_001082541
Prkg2	NM_013012
Bmp3	NM_017105
Fgf5	NM_022211
Gk2	NM_001004077
Naa11	NM_001024742
Paqr3	NM_001012033
Anxa3	NM_012823
Fras1	NM_001191595
Mrpl1	NM_001105997
Cnot6l	NM_001108355
Cxcl13	NM_001017496
RGD1561226	NM_001109329
Ccng2	NM_001105725
Ccni	NM_001105998
Sept11	NM_001107208
Shroom3	NM_001100889
Stbd1	NM_001013988
Scarb2	NM_054001
Nup54	NM_017361
Art3	NM_001012034
Cxcl11	NM_182952
Cxcl10	NM_139089
Cxcl9	NM_145672
Sdad1	NM_001006958
Naaa	NM_001010967
Ppef2	NM_001107210
Uso1	NM_019379
G3bp2	NM_001013989
Cdkl2	NM_001012035
Thap6	NM_001107209
Rchy1	NM_001007618
Parm1	NM_173114
Btc	NM_022256
Areg	NM_017123
Ereg	NM_021689
Epgn	NM_001305170
Mthfd2l	NM_001107211
Cxcl2	NM_053647
Cxcl1	NM_030845
Cxcl3	NM_138522
Pf4	NM_001007729
Ppbp	NM_153721
Cxcl6	NM_022214
Rassf6	NM_001025671
Afm	NM_172320
Afp	NM_012493
Alb	NM_134326
Ankrd17	NM_001105999
Cox18	NM_001106000
Adamts3	NM_001107212
Npffr2	NM_023980
Gc	NM_012564
LOC498339	NM_001047928
Slc4a4	NM_053424
Dck	NM_024158
Mob1b	NM_001108357
Grsf1	NM_001100890
Rufy3	NM_001025127
	NR_106692
Utp3	NM_001012036
Enam	NM_001106001
Ambn	NM_012900
Amtn	NM_001044296
Prol1	NM_133513
Vcsa1	NM_012684
Vcsa2	NM_198729
Smr3a	NM_001017497
Cabs1	NM_022263
Csn3	NM_031562
LOC494224	NM_001009505
Odam	NM_001044274
	NR_003527
Csn1s2b	NM_173106
Csn1s2a	NM_001105741
Csn2	NM_017120
Csn1s1	NM_138874
Sult1e1	NM_012883
ste2	NM_001007718
Sult1d1	NM_021769
Sult1b1	NM_022513
Ugt2a1	NM_022228
Ugt2a3	NM_001135869
Ugt2b17	NM_153314
Ugt2b	NM_031533
Ugt2b37	NM_001007264
Ugt2b15	NM_001004271
Ugt2b7	NM_173323
Ugt2b1	NM_173295
Ugt2b10	NM_001191676
Ly6c	NM_020103
Ythdc1	NM_133423
Tmprss11g	NM_001008554
Tmprss11d	NM_001033652
Tmprss11d	NM_022630
Tmprss11c	NM_001003979
Gnrhr	NM_031038
Uba6	NM_001107213
Stap1	NM_001025115
Cenpc	NM_001004098
Tmprss11b	NM_001004020
Epha5	NM_024367
Epha5	NM_001169137
Tecrl	NM_001108860
Adgrl3	NM_130822
	NR_128671
Igfbp7	NM_001013048
Rpl39	NM_012875
Polr2b	NM_001106002
Noa1	NM_001006959
Rest	NM_031788
Spink2	NM_001008870
Hopx	NM_133621
Thegl	NM_001017498
Arl9	NM_212459
Srp72	NM_001170601
Paics	NM_080910
Ppat	NM_057198
Spink2	NM_001008870_1
Exoc1	NM_001024770
Nmu	NM_022239
Clock	NM_001289832
Clock	NM_021856
Tmem165	NM_001024802
Srd5a3	NM_001013990
Kdr	NM_013062
Kit	NM_022264
Pdgfra	NM_012802
Gsx2	NM_001137563
Chic2	NM_001105736
Lnx1	NM_001108358
Fip1l1	NM_001008295
Scfd2	NM_001017499
Rasl11b	NM_001002830
	NR_130115
Usp46	NM_001191596
Spata18	NM_199374
Sgcb	NM_001191068
Lrrc66	NM_001008763
Dcun1d4	NM_001108359
Cwh43	NM_001191677
Ociad2	NM_001271181
Ociad1	NM_001013874
Zar1	NM_181385
Slc10a4	NM_001008555
Slain2	NM_001107214
Tec	NM_053432
Txk	NM_001024255
Nipal1	NM_001106003
Cnga1	NM_053497
Nfxl1	NM_001170438
Corin	NM_182473
Commd8	NM_001106004
Gabrb1	NM_012956
Gabra4	NM_080587
Gabra2	NM_001135779
Gabrg1	NM_080586
LOC360933	NM_001047903
Grxcr1	NM_001191935
Shisa3	NM_001109087
Slc30a9	NM_001109088
Tmem33	NM_001034198
Tmem33	NM_021671
Limch1	NM_001191678
Uchl1	NM_017237
Nsun7	NM_001017452
Rbm47	NM_001005882
Chrna9	NM_022930
Rhoh	NM_001013430
Pds5a	NM_001083624
Ube2k	NM_001106006
Smim14	NM_001037792
Ugdh	NM_031325
Lias	NM_001012037
Rpl9	NM_001007598_1
Rfc1	NM_053547
Wdr19	NM_001191679
Klhl5	NM_001047093
Tmem156	NM_001025138
Tlr6	NM_207604
Tlr1	NM_001172120
Tlr10	NM_001146035
Klf3	NM_001105742
	NR_037399
Pgm2	NM_001106007
Rell1	NM_001113776
LOC498368	NM_001017500
LOC257642	NM_147136
LOC310926	NM_001025002_1
	NR_046237
	NR_046239
	NR_046238_2
	NR_046246
	NR_046238_3
Wdr82	NM_001271306_1
Wdr82	NM_001271306
Arap2	NM_001107216
Hmgb3	NM_001173341
Pcdh7	NM_001004087
Stim2	NM_001105750
Tbc1d19	NM_001106008
Cckar	NM_012688
Rbpj	NM_001106631
Smim20	NM_001134639
Slc34a2	NM_053380
Anapc4	NM_001107220
Zcchc4	NM_001108360
Pi4k2b	NM_001005883
Sepsecs	NM_001128287
Lgi2	NM_001107219
Sod3	NM_012880
Dhx15	NM_001191597
Kctd8	NM_001100172
Vom1r26	NM_001009525
Yipf7	NM_001108861
Guf1	NM_001107215
Gnpda2	NM_001106005
Ppargc1a	NM_031347
Gba3	NM_001106010
Kcnip4	NM_181365
Slit2	NM_022632
	NR_031931
	NR_037348
Fam184b	NM_001305171
Med28	NM_001107217
Lap3	NM_001011910
Clrn2	NM_001191097
Qdpr	NM_022390
Ldb2	NM_001106009
Prom1	NM_021751
Prom1	NM_001110137
Fgfbp1	NM_022603
Apex2l1	NM_001277396
Cd38	NM_013127
Bst1	NM_030848
Fbxl5	NM_001107222
C1qtnf7	NM_001107221
Rab5a	NM_022692
Pp2d1	NM_001134567
Rab28	NM_053978
Hs3st1	NM_053391
Wdr1	NM_001014135
Slc2a9	NM_001191551
Drd5	NM_012768
Otop1	NM_181433
Tmem128	NM_001108362
Lyar	NM_001011911
Zbtb49	NM_001107223
Nsg1	NM_024128
Stx18	NM_001012151
Msx1	NM_031059
Cytl1	NM_001134604
Stk32b	NM_001107224
Evc2	NM_001106012
Evc	NM_001170439
Crmp1	NM_012932
Jakmip1	NM_001033894
Wfs1	NM_031823
Ppp2r2c	NM_057116
Man2b2	NM_001134971
Mrfap1	NM_001009264
Bloc1s4	NM_001100766
LOC680039	NM_001109388
Tbc1d14	NM_001113365
Tbc1d14	NM_001034021
Tbc1d14	NM_001012152
Tada2b	NM_001170455
Grpel1	NM_024487
Sorcs2	NM_001107225
Psapl1	NM_001144850
Afap1	NM_080900
Ablim2	NM_001177695
Ablim2	NM_001001514
Sh3tc1	NM_001107226
Htra3	NM_001271027
Acox3	NM_053339
Trmt44	NM_001130061
Cpz	NM_031766
Hmx1	NM_001108363
Adra2c	NM_138506
Lrpap1	NM_001169113
Dok7	NM_001130062
Hgfac	NM_053320
Rgs12	NM_019339
Msantd1	NM_001109089
Htt	NM_024357
Grk4	NM_022928
Nop14	NM_001106013
Mfsd10	NM_001191680
Add1	NM_016990
Sh3bp2	NM_001100684
Tnip2	NM_001024771
Rnf4	NM_019182
Zfyve28	NM_001107227
Mxd4	NM_001108364
Haus3	NM_001109412
Nat8l	NM_001191681
RGD1560394	NM_001106014
Nelfa	NM_001008339
Whsc1	NM_001191552
Letm1	NM_001005884
Fgfr3	NM_053429
Tacc3	NM_001004424
Tmem129	NM_001126274
Slbp	NM_001130988
Fam53a	NM_001107228
Uvssa	NM_001134558
Maea	NM_001008319
Ctbp1	NM_019201
Spon2	NM_138533
Slc5a1	NM_013033
Ywhah	NM_013052
Depdc5	NM_001107229
Sfi1	NM_001191682
Eif4enif1	NM_001107230
Drg1	NM_001009685
Patz1	NM_001107231
Patz1	NM_001277215
Patz1	NM_001277214
	NR_102353
	NR_102354
Pik3ip1	NM_001017453
Limk2	NM_024135
Rnf185	NM_001024271
Pla2g3	NM_001106015
Inpp5j	NM_133562
Selm	NM_001115013
Smtn	NM_001013049
	NR_130147
Morc2	NM_001106016
Osbp2	NM_001107232
RGD1308775	NM_001107233
Dusp18	NM_001013128
Slc35e4	NM_153316
Tcn2	NM_022534
Pes1	NM_001044228
Gal3st1	NM_001109447
Sec14l4	NM_001109090
Sec14l3	NM_022608
Mtfp1	NM_001006960
Sec14l2	NM_053801
Rnf215	NM_001107234
Sf3a1	NM_001107235
Tbc1d10a	NM_001015022
Gatsl3	NM_001025128
Osm	NM_001006961
Lif	NM_022196
Hormad2	NM_001017501
Mtmr3	NM_001012038
Ascc2	NM_001109091
Uqcr10	NM_001170465
Cabp7	NM_001007730
Nf2	NM_013193
Nipsnap1	NM_001100730
Thoc5	NM_001012153
Nefh	NM_012607
Ap1b1	NM_001308298
Ap1b1	NM_017277
Gas2l1	NM_001108365
Rasl10a	NM_001108862
Ewsr1	NM_001025632
Rhbdd3	NM_001013875
Emid1	NM_001109467
Kremen1	NM_053649
Xbp1	NM_001004210
Xbp1	NM_001271731
Ccdc117	NM_001017502
Mrps24	NM_001077659
Urgcp	NM_001077660
Dbnl	NM_001277212
Dbnl	NM_001277213
Dbnl	NM_031352
Dbnl	NM_001277211
Pgam2	NM_017328
Polm	NM_001011912
Aebp1	NM_001100970
Pold2	NM_001013050
Myl7	NM_001106017
Gck	NM_001270850
Gck	NM_012565
Gck	NM_001270849
Ykt6	NM_031692
Camk2b	NM_021739
Camk2b	NM_001042354
Camk2b	NM_001042356
Npc1l1	NM_001002025
Ddx56	NM_001004211
Tmed4	NM_001107238
Ogdh	NM_001017461
Zmiz2	NM_001100507_1
Zmiz2	NM_001100507
Ppia	NM_017101
H2afv	NM_001106019
Purb	NM_001017503
Myo1g	NM_001134843
Ccm2	NM_001126275
Nacad	NM_001100655
Tbrg4	NM_001012154
Wap	NM_053751
Ramp3	NM_020100
Adcy1	NM_001107239
Igfbp1	NM_013144
Igfbp3	NM_012588
LOC100911576	NM_001271241
